"Reference_Area","Time_Period","Sex","Age_group","Units_of_measurement","Observation_Value"
"Morocco","2011","Female","15-24 year olds","Percent","74.0342902711324"
"Morocco","2009","Female","15-24 year olds","Percent","72.145237955612"
"Morocco","2009","Male","15-24 year olds","Percent","86.7286229604397"
"Morocco","2009","All genders","15-24 year olds","Percent","79.4736916803073"
"Morocco","2008","Male","15-24 year olds","Percent","85.8052512788887"
"Morocco","2008","Female","15-24 year olds","Percent","69.8981528360123"
"Morocco","2008","All genders","15-24 year olds","Percent","77.8629626360387"
"Morocco","2004","All genders","15-24 year olds","Percent","70.4575928484324"
"Morocco","2004","Female","15-24 year olds","Percent","60.4928916363004"
"Morocco","2004","Male","15-24 year olds","Percent","80.8026685630395"
"Morocco","1994","Male","15-24 year olds","Percent","71.384912959381"
"Morocco","1994","All genders","15-24 year olds","Percent","58.4348880844531"
"Morocco","1994","Female","15-24 year olds","Percent","45.9963586370899"
"Morocco","1982","Female","15-24 year olds","Percent","30.950911006672"
"Morocco","1982","All genders","15-24 year olds","Percent","44.137939192272"
"Morocco","1982","Male","15-24 year olds","Percent","58.1169225138201"
"Mozambique","2009","Female","15-24 year olds","Percent","56.5400520083044"
"Mozambique","2009","Male","15-24 year olds","Percent","79.840438639724"
"Mozambique","2009","All genders","15-24 year olds","Percent","67.149637302153"
"Mozambique","2003","All genders","15-24 year olds","Percent","61.8928891991623"
"Mozambique","2003","Male","15-24 year olds","Percent","74.3605483936976"
"Mozambique","2003","Female","15-24 year olds","Percent","50.0389105058366"
"Mozambique","1997","Female","15-24 year olds","Percent","36.5531129201624"
"Mozambique","1997","Male","15-24 year olds","Percent","59.4527008388967"
"Mozambique","1997","All genders","15-24 year olds","Percent","46.9699998649696"
"Mozambique","1980","All genders","15-24 year olds","Percent","43.644363800414"
"Mozambique","1980","Male","15-24 year olds","Percent","63.9541762132889"
"Mozambique","1980","Female","15-24 year olds","Percent","25.1153934589154"
"Myanmar","2012","Male","15-24 year olds","Percent","96.21516"
"Myanmar","2012","All genders","15-24 year olds","Percent","96.02813"
"Myanmar","2012","Female","15-24 year olds","Percent","95.84294"
"Myanmar","2000","Female","15-24 year olds","Percent","93.4711807922442"
"Myanmar","2000","All genders","15-24 year olds","Percent","94.5863125638407"
"Myanmar","2000","Male","15-24 year olds","Percent","95.7880989306995"
"Myanmar","1983","Male","15-24 year olds","Percent","88.5658020505083"
"Myanmar","1983","Female","15-24 year olds","Percent","81.34419675258"
"Myanmar","1983","All genders","15-24 year olds","Percent","84.8970749352121"
"Namibia","2007","All genders","15-24 year olds","Percent","87.0954120880056"
"Namibia","2007","Female","15-24 year olds","Percent","90.6154270343264"
"Namibia","2007","Male","15-24 year olds","Percent","83.2385782455005"
"Namibia","2001","Female","15-24 year olds","Percent","93.4799246282876"
"Namibia","2001","Male","15-24 year olds","Percent","91.1527402726607"
"Namibia","2001","All genders","15-24 year olds","Percent","92.3367141157737"
"Namibia","1991","All genders","15-24 year olds","Percent","88.1124310893703"
"Namibia","1991","Male","15-24 year olds","Percent","85.7027435761096"
"Namibia","1991","Female","15-24 year olds","Percent","90.4171565195567"
"Nepal","2011","Male","15-24 year olds","Percent","89.2362933505592"
"Nepal","2011","Female","15-24 year olds","Percent","77.4686582133391"
"Nepal","2011","All genders","15-24 year olds","Percent","82.3536867421417"
"Nepal","2001","All genders","15-24 year olds","Percent","70.0536225833686"
"Nepal","2001","Female","15-24 year olds","Percent","60.1437921437921"
"Nepal","2001","Male","15-24 year olds","Percent","80.6159670068592"
"Nepal","1991","Male","15-24 year olds","Percent","68.2296262044316"
"Nepal","1991","Female","15-24 year olds","Percent","32.6664363495033"
"Nepal","1991","All genders","15-24 year olds","Percent","49.6037178385302"
"Nepal","1981","All genders","15-24 year olds","Percent","30.0384482708788"
"Nepal","1981","Male","15-24 year olds","Percent","45.0961412197272"
"Nepal","1981","Female","15-24 year olds","Percent","14.9666071814839"
"Netherlands Antilles","1992","Female","15-24 year olds","Percent","97.3317161916313"
"Netherlands Antilles","1992","All genders","15-24 year olds","Percent","96.980579477703"
"Netherlands Antilles","1992","Male","15-24 year olds","Percent","96.6040462427746"
"New Caledonia","2012","All genders","15-24 year olds","Percent","99.64012"
"New Caledonia","2012","Male","15-24 year olds","Percent","99.51515"
"New Caledonia","2012","Female","15-24 year olds","Percent","99.77089"
"New Caledonia","1996","Female","15-24 year olds","Percent","99.1420400381316"
"New Caledonia","1996","Male","15-24 year olds","Percent","99.0486294103556"
"New Caledonia","1996","All genders","15-24 year olds","Percent","99.094605866815"
"New Caledonia","1989","All genders","15-24 year olds","Percent","98.7569807241938"
"New Caledonia","1989","Female","15-24 year olds","Percent","98.8609920391917"
"New Caledonia","1989","Male","15-24 year olds","Percent","98.6569274269557"
"New Caledonia","1976","Male","15-24 year olds","Percent","97.0024914356898"
"New Caledonia","1976","Female","15-24 year olds","Percent","97.9615804043285"
"New Caledonia","1976","All genders","15-24 year olds","Percent","97.4641631334545"
"Nicaragua","2005","All genders","15-24 year olds","Percent","87.00925049166"
"Nicaragua","2005","Male","15-24 year olds","Percent","85.1556163737508"
"Nicaragua","2005","Female","15-24 year olds","Percent","88.8424816785747"
"Nicaragua","2001","Male","15-24 year olds","Percent","83.6300004629126"
"Nicaragua","2001","Female","15-24 year olds","Percent","88.817875967648"
"Nicaragua","2001","All genders","15-24 year olds","Percent","86.2225183945626"
"Niger","2012","All genders","15-24 year olds","Percent","23.5237779546856"
"Niger","2012","Male","15-24 year olds","Percent","34.5336241866628"
"Niger","2012","Female","15-24 year olds","Percent","15.0577712412646"
"Niger","2005","Male","15-24 year olds","Percent","52.4495210941705"
"Niger","2005","Female","15-24 year olds","Percent","23.1974298266873"
"Niger","2005","All genders","15-24 year olds","Percent","36.5467791862567"
"Niger","2001","All genders","15-24 year olds","Percent","19.7911938038813"
"Niger","2001","Female","15-24 year olds","Percent","14.2335480550095"
"Niger","2001","Male","15-24 year olds","Percent","26.230055454183"
"Nigeria","2008","Male","15-24 year olds","Percent","75.5659372168845"
"Nigeria","2008","Female","15-24 year olds","Percent","57.9538902677787"
"Nigeria","2008","All genders","15-24 year olds","Percent","66.3835449412035"
"Nigeria","2003","All genders","15-24 year olds","Percent","68.9937775079678"
"Nigeria","2003","Female","15-24 year olds","Percent","60.5093676814988"
"Nigeria","2003","Male","15-24 year olds","Percent","78.1279546170816"
"Nigeria","1991","Male","15-24 year olds","Percent","81.3560277206222"
"Nigeria","1991","Female","15-24 year olds","Percent","62.4877840441612"
"Nigeria","1991","All genders","15-24 year olds","Percent","71.1890641685793"
"Occupied Palestinian Territory","2012","Female","15-24 year olds","Percent","99.2270776764145"
"Occupied Palestinian Territory","2012","All genders","15-24 year olds","Percent","99.2873263362897"
"Occupied Palestinian Territory","2012","Male","15-24 year olds","Percent","99.3451592202749"
"Occupied Palestinian Territory","2011","Male","15-24 year olds","Percent","99.2598574699411"
"Occupied Palestinian Territory","2011","Female","15-24 year olds","Percent","99.3669965238529"
"Occupied Palestinian Territory","2011","All genders","15-24 year olds","Percent","99.3123215450296"
"Occupied Palestinian Territory","2010","All genders","15-24 year olds","Percent","99.2420374215656"
"Occupied Palestinian Territory","2010","Female","15-24 year olds","Percent","99.2740404562512"
"Occupied Palestinian Territory","2010","Male","15-24 year olds","Percent","99.2113470006513"
"Occupied Palestinian Territory","2009","Female","15-24 year olds","Percent","99.2335417752302"
"Occupied Palestinian Territory","2009","Male","15-24 year olds","Percent","99.2329820050225"
"Occupied Palestinian Territory","2009","All genders","15-24 year olds","Percent","99.2332559583828"
"Occupied Palestinian Territory","2008","All genders","15-24 year olds","Percent","99.1502199743742"
"Occupied Palestinian Territory","2008","Male","15-24 year olds","Percent","99.2668443090978"
"Occupied Palestinian Territory","2008","Female","15-24 year olds","Percent","99.0280837809322"
"Occupied Palestinian Territory","2007","Male","15-24 year olds","Percent","99.1341607565012"
"Occupied Palestinian Territory","2007","Female","15-24 year olds","Percent","98.9869008350088"
"Occupied Palestinian Territory","2007","All genders","15-24 year olds","Percent","99.0620569758227"
"Occupied Palestinian Territory","2006","All genders","15-24 year olds","Percent","99.0913816815493"
"Occupied Palestinian Territory","2006","Female","15-24 year olds","Percent","99.1456828488708"
"Occupied Palestinian Territory","2006","Male","15-24 year olds","Percent","99.0392995085628"
"Occupied Palestinian Territory","2004","Male","15-24 year olds","Percent","99.0248915849898"
"Occupied Palestinian Territory","2004","Female","15-24 year olds","Percent","98.8548193263094"
"Occupied Palestinian Territory","2004","All genders","15-24 year olds","Percent","98.9418192957335"
"Occupied Palestinian Territory","1997","Female","15-24 year olds","Percent","97.1885002216501"
"Occupied Palestinian Territory","1997","All genders","15-24 year olds","Percent","97.0465437797081"
"Occupied Palestinian Territory","1997","Male","15-24 year olds","Percent","96.9136272590878"
"Oman","2010","Male","15-24 year olds","Percent","97.4056472077282"
"Oman","2010","Female","15-24 year olds","Percent","98.1650737682101"
"Oman","2010","All genders","15-24 year olds","Percent","97.7437254949208"
"Oman","2008","All genders","15-24 year olds","Percent","97.6298215406401"
"Oman","2008","Male","15-24 year olds","Percent","97.6341211495231"
"Oman","2008","Female","15-24 year olds","Percent","97.6249786142002"
"Oman","2003","Female","15-24 year olds","Percent","96.6614487318034"
"Oman","2003","Male","15-24 year olds","Percent","97.8650882437676"
"Oman","2003","All genders","15-24 year olds","Percent","97.2813300267647"
"Pakistan","2011","All genders","15-24 year olds","Percent","70.7693262576421"
"Pakistan","2011","Male","15-24 year olds","Percent","78.0424242424242"
"Pakistan","2011","Female","15-24 year olds","Percent","63.1368059530624"
"Pakistan","2010","Male","15-24 year olds","Percent","79.5041420823649"
"Pakistan","2010","Female","15-24 year olds","Percent","62.298374036406"
"Pakistan","2010","All genders","15-24 year olds","Percent","71.2596225478023"
"Pakistan","2009","All genders","15-24 year olds","Percent","70.6762715022046"
"Pakistan","2009","Female","15-24 year olds","Percent","61.4626556016597"
"Pakistan","2009","Male","15-24 year olds","Percent","79.1443212966273"
"Pakistan","2008","Female","15-24 year olds","Percent","61.2499180274116"
"Pakistan","2008","Male","15-24 year olds","Percent","79.4200497100249"
"Pakistan","2008","All genders","15-24 year olds","Percent","71.1129099958026"
"Pakistan","2006","All genders","15-24 year olds","Percent","69.1657992565056"
"Pakistan","2006","Male","15-24 year olds","Percent","79.1021760237592"
"Pakistan","2006","Female","15-24 year olds","Percent","58.3705634152395"
"Pakistan","2005","Male","15-24 year olds","Percent","76.6517188895528"
"Pakistan","2005","All genders","15-24 year olds","Percent","65.0865814301232"
"Pakistan","2005","Female","15-24 year olds","Percent","53.0885634541035"
"Pakistan","1998","Female","15-24 year olds","Percent","43.1140528543304"
"Pakistan","1998","All genders","15-24 year olds","Percent","55.330521521943"
"Pakistan","1998","Male","15-24 year olds","Percent","67.1493485098241"
"Pakistan","1981","Male","15-24 year olds","Percent","44.5028679444429"
"Pakistan","1981","Female","15-24 year olds","Percent","23.8329635599103"
"Pakistan","1981","All genders","15-24 year olds","Percent","34.783350746299"
"Palau","2013","Female","15-24 year olds","Percent","99.8295454545455"
"Palau","2013","All genders","15-24 year olds","Percent","99.8114732022623"
"Palau","2013","Male","15-24 year olds","Percent","99.7951868919611"
"Palau","1980","Male","15-24 year olds","Percent","94.1935988731513"
"Palau","1980","All genders","15-24 year olds","Percent","94.2757785331927"
"Palau","1980","Female","15-24 year olds","Percent","94.3577337287342"
"Panama","2010","Female","15-24 year olds","Percent","97.3368677481131"
"Panama","2010","All genders","15-24 year olds","Percent","97.6385310289283"
"Panama","2010","Male","15-24 year olds","Percent","97.9344665391177"
"Panama","2000","Male","15-24 year olds","Percent","96.5305401545054"
"Panama","2000","Female","15-24 year olds","Percent","95.6227290960001"
"Panama","2000","All genders","15-24 year olds","Percent","96.0798491952245"
"Panama","1990","All genders","15-24 year olds","Percent","95.0867787809101"
"Panama","1990","Male","15-24 year olds","Percent","95.3938895624195"
"Panama","1990","Female","15-24 year olds","Percent","94.7777637077371"
"Panama","1980","Female","15-24 year olds","Percent","96.2839647693823"
"Panama","1980","Male","15-24 year olds","Percent","95.9275022438403"
"Panama","1980","All genders","15-24 year olds","Percent","96.1061987790721"
"Papua New Guinea","2012","All genders","15-24 year olds","Percent","71.19374"
"Papua New Guinea","2012","Female","15-24 year olds","Percent","75.81795"
"Papua New Guinea","2012","Male","15-24 year olds","Percent","66.82729"
"Papua New Guinea","2000","Male","15-24 year olds","Percent","69.133735339461"
"Papua New Guinea","2000","All genders","15-24 year olds","Percent","66.6789939337754"
"Papua New Guinea","2000","Female","15-24 year olds","Percent","64.0581310553183"
"Paraguay","2010","Female","15-24 year olds","Percent","98.7288192172624"
"Paraguay","2010","All genders","15-24 year olds","Percent","98.6104486219914"
"Paraguay","2010","Male","15-24 year olds","Percent","98.5003392440989"
"Paraguay","2009","Male","15-24 year olds","Percent","98.041447322981"
"Paraguay","2009","Female","15-24 year olds","Percent","98.9882654315397"
"Paraguay","2009","All genders","15-24 year olds","Percent","98.4972896711634"
"Paraguay","2008","All genders","15-24 year olds","Percent","97.9642372203163"
"Paraguay","2008","Male","15-24 year olds","Percent","97.6917226098747"
"Paraguay","2008","Female","15-24 year olds","Percent","98.2323051599513"
"Paraguay","2007","Female","15-24 year olds","Percent","98.7791576787627"
"Paraguay","2007","Male","15-24 year olds","Percent","98.8097200272766"
"Paraguay","2007","All genders","15-24 year olds","Percent","98.7944612700758"
"Paraguay","1992","All genders","15-24 year olds","Percent","95.6073391213865"
"Paraguay","1992","Female","15-24 year olds","Percent","95.3614336261755"
"Paraguay","1992","Male","15-24 year olds","Percent","95.8567463642144"
"Paraguay","1982","Male","15-24 year olds","Percent","90.1732852452235"
"Paraguay","1982","Female","15-24 year olds","Percent","89.0011950294547"
"Paraguay","1982","All genders","15-24 year olds","Percent","89.5878591613543"
"Peru","2012","All genders","15-24 year olds","Percent","98.6981634472348"
"Peru","2012","Female","15-24 year olds","Percent","98.675753086977"
"Peru","2012","Male","15-24 year olds","Percent","98.7193368442935"
"Peru","2007","Male","15-24 year olds","Percent","98.0132591113501"
"Peru","2007","Female","15-24 year olds","Percent","96.7052347990406"
"Peru","2007","All genders","15-24 year olds","Percent","97.3562161689607"
"Peru","2006","All genders","15-24 year olds","Percent","97.7571257817096"
"Peru","2006","Female","15-24 year olds","Percent","96.9576355424358"
"Peru","2006","Male","15-24 year olds","Percent","98.5127461719941"
"Peru","2005","Male","15-24 year olds","Percent","97.9213538119278"
"Peru","2005","Female","15-24 year olds","Percent","96.2877757220297"
"Peru","2005","All genders","15-24 year olds","Percent","97.1237598531369"
"Peru","2004","All genders","15-24 year olds","Percent","96.7556253939089"
"Peru","2004","Female","15-24 year olds","Percent","95.6560196264963"
"Peru","2004","Male","15-24 year olds","Percent","97.8030308875259"
"Peru","1993","Male","15-24 year olds","Percent","96.985477459643"
"Peru","1993","Female","15-24 year olds","Percent","93.7862498433835"
"Peru","1993","All genders","15-24 year olds","Percent","95.3666310589636"
"Peru","1981","All genders","15-24 year olds","Percent","93.1198008287995"
"Peru","1981","Female","15-24 year olds","Percent","89.7637215085672"
"Peru","1981","Male","15-24 year olds","Percent","96.5133328637877"
"Philippines","2008","Male","15-24 year olds","Percent","97.0199488611748"
"Philippines","2008","Female","15-24 year olds","Percent","98.4915212679621"
"Philippines","2008","All genders","15-24 year olds","Percent","97.7507983624308"
"Philippines","2003","All genders","15-24 year olds","Percent","95.0572108962072"
"Philippines","2003","Female","15-24 year olds","Percent","96.5805919113312"
"Philippines","2003","Male","15-24 year olds","Percent","93.5782967032967"
"Philippines","2000","Male","15-24 year olds","Percent","94.4582579435907"
"Philippines","2000","All genders","15-24 year olds","Percent","95.0897481552929"
"Philippines","2000","Female","15-24 year olds","Percent","95.7202787271485"
"Philippines","1990","Female","15-24 year olds","Percent","96.8777423259875"
"Philippines","1990","All genders","15-24 year olds","Percent","96.5780818659009"
"Philippines","1990","Male","15-24 year olds","Percent","96.2767339877305"
"Philippines","1980","Male","15-24 year olds","Percent","91.0633126546435"
"Philippines","1980","Female","15-24 year olds","Percent","92.4690290879662"
"Philippines","1980","All genders","15-24 year olds","Percent","91.7889868323156"
"Poland","2012","All genders","15-24 year olds","Percent","99.99996"
"Poland","2012","Male","15-24 year olds","Percent","99.99996"
"Poland","2012","Female","15-24 year olds","Percent","99.99997"
"Poland","2004","Male","15-24 year olds","Percent","99.99984"
"Poland","2004","All genders","15-24 year olds","Percent","99.99986"
"Poland","2004","Female","15-24 year olds","Percent","99.99987"
"Poland","1994","Female","15-24 year olds","Percent","99.99928"
"Poland","1994","All genders","15-24 year olds","Percent","99.9992"
"Poland","1994","Male","15-24 year olds","Percent","99.99913"
"Poland","1978","Male","15-24 year olds","Percent","99.778736360074"
"Poland","1978","Female","15-24 year olds","Percent","99.8158149296991"
"Poland","1978","All genders","15-24 year olds","Percent","99.7968306853758"
"Portugal","2011","All genders","15-24 year olds","Percent","99.4351159010385"
"Portugal","2011","Female","15-24 year olds","Percent","99.4796444472725"
"Portugal","2011","Male","15-24 year olds","Percent","99.3917956901236"
"Portugal","1991","Male","15-24 year olds","Percent","99.1424576170266"
"Portugal","1991","All genders","15-24 year olds","Percent","99.1994852458467"
"Portugal","1991","Female","15-24 year olds","Percent","99.2578737782068"
"Portugal","1981","Female","15-24 year olds","Percent","98.2221078953942"
"Portugal","1981","All genders","15-24 year olds","Percent","97.9413522482908"
"Portugal","1981","Male","15-24 year olds","Percent","97.6643183751271"
"Puerto Rico","2010","Male","15-24 year olds","Percent","98.8145808372363"
"Puerto Rico","2010","Female","15-24 year olds","Percent","98.8541933187234"
"Puerto Rico","2010","All genders","15-24 year olds","Percent","98.8341781185047"
"Puerto Rico","2004","All genders","15-24 year olds","Percent","88.69657"
"Puerto Rico","2004","Female","15-24 year olds","Percent","89.30752"
"Puerto Rico","2004","Male","15-24 year olds","Percent","88.09477"
"Puerto Rico","1990","Male","15-24 year olds","Percent","92.2239000192421"
"Puerto Rico","1990","Female","15-24 year olds","Percent","94.1121278397296"
"Puerto Rico","1990","All genders","15-24 year olds","Percent","93.1668794550875"
"Puerto Rico","1980","All genders","15-24 year olds","Percent","93.7458602193863"
"Puerto Rico","1980","Female","15-24 year olds","Percent","94.3973594310557"
"Puerto Rico","1980","Male","15-24 year olds","Percent","93.0182728952054"
"Qatar","2012","Male","15-24 year olds","Percent","98.6855914557832"
"Qatar","2012","Female","15-24 year olds","Percent","99.8346428856527"
"Qatar","2012","All genders","15-24 year olds","Percent","99.064573397325"
"Qatar","2011","Female","15-24 year olds","Percent","98.7493327232517"
"Qatar","2011","All genders","15-24 year olds","Percent","97.8775116565753"
"Qatar","2011","Male","15-24 year olds","Percent","97.5791550530832"
"Qatar","2010","Male","15-24 year olds","Percent","96.3237290933392"
"Qatar","2010","Female","15-24 year olds","Percent","98.261151813039"
"Qatar","2010","All genders","15-24 year olds","Percent","96.8201602395276"
"Qatar","2009","All genders","15-24 year olds","Percent","97.7592538303683"
"Qatar","2009","Female","15-24 year olds","Percent","97.9462174940898"
"Qatar","2009","Male","15-24 year olds","Percent","97.7018332896356"
"Qatar","2008","Male","15-24 year olds","Percent","95.3186146703995"
"Qatar","2008","All genders","15-24 year olds","Percent","95.6869881710646"
"Qatar","2008","Female","15-24 year olds","Percent","96.884981395502"
"Qatar","2007","Female","15-24 year olds","Percent","98.9652479500195"
"Qatar","2007","All genders","15-24 year olds","Percent","99.0601028407654"
"Qatar","2007","Male","15-24 year olds","Percent","99.0951597540913"
"Qatar","2004","Male","15-24 year olds","Percent","94.8858785818984"
"Qatar","2004","Female","15-24 year olds","Percent","97.5400126023945"
"Qatar","2004","All genders","15-24 year olds","Percent","95.9207138505081"
"Qatar","1997","All genders","15-24 year olds","Percent","94.7907504610583"
"Qatar","1997","Male","15-24 year olds","Percent","94.1227596250969"
"Qatar","1997","Female","15-24 year olds","Percent","95.8093054908843"
"Qatar","1986","Female","15-24 year olds","Percent","91.2305243355362"
"Qatar","1986","Male","15-24 year olds","Percent","88.5273028130171"
"Qatar","1986","All genders","15-24 year olds","Percent","89.542933777955"
"Runion","2012","All genders","15-24 year olds","Percent","99.78294"
"Runion","2012","Female","15-24 year olds","Percent","99.91806"
"Runion","2012","Male","15-24 year olds","Percent","99.65406"
"Runion","2004","Male","15-24 year olds","Percent","97.98151"
"Runion","2004","Female","15-24 year olds","Percent","99.34436"
"Runion","2004","All genders","15-24 year olds","Percent","98.66419"
"Runion","1994","All genders","15-24 year olds","Percent","98.65142"
"Runion","1994","Female","15-24 year olds","Percent","99.33892"
"Runion","1994","Male","15-24 year olds","Percent","97.96232"
"Runion","1982","Male","15-24 year olds","Percent","93.7971753497266"
"Runion","1982","Female","15-24 year olds","Percent","97.5199586659778"
"Runion","1982","All genders","15-24 year olds","Percent","95.6644958492522"
"Romania","2011","All genders","15-24 year olds","Percent","98.9956873753196"
"Romania","2011","Female","15-24 year olds","Percent","98.9762167925396"
"Romania","2011","Male","15-24 year olds","Percent","99.0140864994687"
"Romania","2002","Male","15-24 year olds","Percent","97.7442287444637"
"Romania","2002","Female","15-24 year olds","Percent","97.7795206770962"
"Romania","2002","All genders","15-24 year olds","Percent","97.7614877846788"
"Romania","1992","All genders","15-24 year olds","Percent","99.1074620278676"
"Romania","1992","Female","15-24 year olds","Percent","99.0320923400224"
"Romania","1992","Male","15-24 year olds","Percent","99.1800701944274"
"Russian Federation","2010","Male","15-24 year olds","Percent","99.6627803004275"
"Russian Federation","2010","All genders","15-24 year olds","Percent","99.7096024542062"
"Russian Federation","2010","Female","15-24 year olds","Percent","99.7580229327527"
"Russian Federation","2002","Female","15-24 year olds","Percent","99.7712782989555"
"Russian Federation","2002","All genders","15-24 year olds","Percent","99.7246002807081"
"Russian Federation","2002","Male","15-24 year olds","Percent","99.6790829692025"
"Russian Federation","1989","Male","15-24 year olds","Percent","99.6910052826016"
"Russian Federation","1989","Female","15-24 year olds","Percent","99.7494647306922"
"Russian Federation","1989","All genders","15-24 year olds","Percent","99.7196019651138"
"Rwanda","2010","Female","15-24 year olds","Percent","77.9724631919573"
"Rwanda","2010","All genders","15-24 year olds","Percent","77.3446267252366"
"Rwanda","2010","Male","15-24 year olds","Percent","76.6585791980696"
"Rwanda","2000","Male","15-24 year olds","Percent","78.5221674876847"
"Rwanda","2000","Female","15-24 year olds","Percent","76.862582781457"
"Rwanda","2000","All genders","15-24 year olds","Percent","77.6203328834908"
"Rwanda","1991","All genders","15-24 year olds","Percent","74.8965415883477"
"Rwanda","1978","All genders","15-24 year olds","Percent","52.2619273811558"
"Rwanda","1978","Female","15-24 year olds","Percent","44.6915856066842"
"Rwanda","1978","Male","15-24 year olds","Percent","59.6561987464164"
"Saint Pierre and Miquelon","1982","Male","15-24 year olds","Percent","99.469964664311"
"Saint Pierre and Miquelon","1982","All genders","15-24 year olds","Percent","99.4540491355778"
"Saint Pierre and Miquelon","1982","Female","15-24 year olds","Percent","99.437148217636"
"Samoa","2012","All genders","15-24 year olds","Percent","99.52692"
"Samoa","2012","Female","15-24 year olds","Percent","99.6221"
"Samoa","2012","Male","15-24 year olds","Percent","99.44094"
"Samoa","2004","Male","15-24 year olds","Percent","99.33326"
"Samoa","2004","Female","15-24 year olds","Percent","99.44086"
"Samoa","2004","All genders","15-24 year olds","Percent","99.38381"
"Samoa","1991","Female","15-24 year olds","Percent","98.95"
"Samoa","1991","All genders","15-24 year olds","Percent","99.0444444444445"
"Samoa","1991","Male","15-24 year olds","Percent","99.12"
"Sao Tome and Principe","2008","Male","15-24 year olds","Percent","83.0563294584814"
"Sao Tome and Principe","2008","Female","15-24 year olds","Percent","77.3372790581726"
"Sao Tome and Principe","2008","All genders","15-24 year olds","Percent","80.2031597275156"
"Sao Tome and Principe","2001","All genders","15-24 year olds","Percent","95.415463788126"
"Sao Tome and Principe","2001","Female","15-24 year olds","Percent","94.8525705645161"
"Sao Tome and Principe","2001","Male","15-24 year olds","Percent","95.9739934983746"
"Sao Tome and Principe","1991","Female","15-24 year olds","Percent","91.8525789755488"
"Sao Tome and Principe","1991","Male","15-24 year olds","Percent","95.8085404270214"
"Sao Tome and Principe","1991","All genders","15-24 year olds","Percent","93.8499602368119"
"Sao Tome and Principe","1981","All genders","15-24 year olds","Percent","82.3992187076122"
"Sao Tome and Principe","1981","Female","15-24 year olds","Percent","74.0576736148612"
"Sao Tome and Principe","1981","Male","15-24 year olds","Percent","90.8198866114261"
"Saudi Arabia","2013","Female","15-24 year olds","Percent","99.1369887340622"
"Saudi Arabia","2013","Male","15-24 year olds","Percent","99.3007222107535"
"Saudi Arabia","2013","All genders","15-24 year olds","Percent","99.2217677754061"
"Saudi Arabia","2004","Female","15-24 year olds","Percent","94.675707186582"
"Saudi Arabia","2004","All genders","15-24 year olds","Percent","95.8496913033027"
"Saudi Arabia","2004","Male","15-24 year olds","Percent","96.9530481569962"
"Saudi Arabia","2000","Male","15-24 year olds","Percent","98.0742834614838"
"Saudi Arabia","2000","Female","15-24 year olds","Percent","93.713062865549"
"Saudi Arabia","2000","All genders","15-24 year olds","Percent","95.9131588190058"
"Saudi Arabia","1992","All genders","15-24 year olds","Percent","87.855607533538"
"Saudi Arabia","1992","Female","15-24 year olds","Percent","81.073834591064"
"Saudi Arabia","1992","Male","15-24 year olds","Percent","93.9633067342233"
"Senegal","2011","Male","15-24 year olds","Percent","73.9665078249431"
"Senegal","2011","Female","15-24 year olds","Percent","58.9990160089695"
"Senegal","2011","All genders","15-24 year olds","Percent","66.0327395190472"
"Senegal","2009","Female","15-24 year olds","Percent","56.1914351391117"
"Senegal","2009","All genders","15-24 year olds","Percent","65.0149057851648"
"Senegal","2009","Male","15-24 year olds","Percent","74.203349492309"
"Senegal","2006","Female","15-24 year olds","Percent","44.5401585620323"
"Senegal","2006","Male","15-24 year olds","Percent","58.1251673393501"
"Senegal","2006","All genders","15-24 year olds","Percent","50.8516566084705"
"Senegal","2002","All genders","15-24 year olds","Percent","49.1244901203781"
"Senegal","2002","Male","15-24 year olds","Percent","58.4850752226145"
"Senegal","2002","Female","15-24 year olds","Percent","40.9683734507237"
"Senegal","1988","Male","15-24 year olds","Percent","49.1273042170233"
"Senegal","1988","All genders","15-24 year olds","Percent","37.8661034038591"
"Senegal","1988","Female","15-24 year olds","Percent","28.0347525933422"
"Serbia","2012","Female","15-24 year olds","Percent","99.24156"
"Serbia","2012","All genders","15-24 year olds","Percent","99.26009"
"Serbia","2012","Male","15-24 year olds","Percent","99.27789"
"Seychelles","2012","Male","15-24 year olds","Percent","98.77060254"
"Seychelles","2012","Female","15-24 year olds","Percent","99.37437793"
"Seychelles","2012","All genders","15-24 year olds","Percent","99.06477312"
"Seychelles","2002","All genders","15-24 year olds","Percent","99.0647731208867"
"Seychelles","2002","Male","15-24 year olds","Percent","98.7706025398541"
"Seychelles","2002","Female","15-24 year olds","Percent","99.3743779326034"
"Seychelles","1994","Female","15-24 year olds","Percent","99.1384345794392"
"Seychelles","1994","Male","15-24 year olds","Percent","98.4939759036145"
"Seychelles","1994","All genders","15-24 year olds","Percent","98.8133140376266"
"Seychelles","1987","Female","15-24 year olds","Percent","98.4644652806088"
"Seychelles","1987","All genders","15-24 year olds","Percent","97.6499861763893"
"Seychelles","1987","Male","15-24 year olds","Percent","96.8068645379097"
"Sierra Leone","2012","Male","15-24 year olds","Percent","71.63672"
"Sierra Leone","2012","All genders","15-24 year olds","Percent","62.71661"
"Sierra Leone","2012","Female","15-24 year olds","Percent","53.82065"
"Sierra Leone","2004","Female","15-24 year olds","Percent","37.3575185101996"
"Sierra Leone","2004","All genders","15-24 year olds","Percent","47.927608406231"
"Sierra Leone","2004","Male","15-24 year olds","Percent","59.6142487672606"
"Singapore","2012","Male","15-24 year olds","Percent","99.847850893876"
