"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Republic of Korea","1998","Not applicable","Not applicable","Percent","3.42941"
"Republic of Korea","1995","Not applicable","Not applicable","Percent","2.9735"
"Republic of Korea","1994","Not applicable","Not applicable","Percent","3.05064"
"Republic of Korea","1993","Not applicable","Not applicable","Percent","3.70361"
"Republic of Korea","1992","Not applicable","Not applicable","Percent","3.57194"
"Republic of Korea","1991","Not applicable","Not applicable","Percent","3.47166"
"Republic of Korea","1990","Not applicable","Not applicable","Percent","3.02391"
"Republic of Korea","1989","Not applicable","Not applicable","Percent","3.03996"
"Republic of Korea","1988","Not applicable","Not applicable","Percent","2.71047"
"Republic of Korea","1987","Not applicable","Not applicable","Percent","3.30633"
"Republic of Korea","1986","Not applicable","Not applicable","Percent","3.54678"
"Republic of Korea","1985","Not applicable","Not applicable","Percent","3.89292"
"Republic of Korea","1984","Not applicable","Not applicable","Percent","3.90624"
"Republic of Korea","1983","Not applicable","Not applicable","Percent","4.18364"
"Republic of Korea","1982","Not applicable","Not applicable","Percent","6.07534"
"Republic of Korea","1981","Not applicable","Not applicable","Percent","2.77288"
"Republic of Korea","1980","Not applicable","Not applicable","Percent","3.33612"
"Republic of Korea","1979","Not applicable","Not applicable","Percent","2.89827"
"Republic of Korea","1977","Not applicable","Not applicable","Percent","2.31737"
"Republic of Korea","1976","Not applicable","Not applicable","Percent","2.62701"
"Republic of Korea","1975","Not applicable","Not applicable","Percent","1.99639"
"Romania","2011","Not applicable","Not applicable","Percent","3.07337"
"Romania","2010","Not applicable","Not applicable","Percent","3.52577"
"Romania","2009","Not applicable","Not applicable","Percent","4.23975"
"Romania","2007","Not applicable","Not applicable","Percent","4.24614"
"Romania","2005","Not applicable","Not applicable","Percent","3.47503"
"Romania","2004","Not applicable","Not applicable","Percent","3.27684"
"Romania","2003","Not applicable","Not applicable","Percent","3.44506"
"Romania","2002","Not applicable","Not applicable","Percent","3.50999"
"Romania","2001","Not applicable","Not applicable","Percent","3.25094"
"Romania","2000","Not applicable","Not applicable","Percent","2.86468"
"Romania","1996","Not applicable","Not applicable","Percent","3.38874"
"Russian Federation","2008","Not applicable","Not applicable","Percent","4.10175"
"Russian Federation","2006","Not applicable","Not applicable","Percent","3.86626"
"Russian Federation","2005","Not applicable","Not applicable","Percent","3.77193"
"Russian Federation","2004","Not applicable","Not applicable","Percent","3.54787"
"Russian Federation","2003","Not applicable","Not applicable","Percent","3.67854"
"Russian Federation","2002","Not applicable","Not applicable","Percent","3.83902"
"Russian Federation","2001","Not applicable","Not applicable","Percent","3.10602"
"Russian Federation","2000","Not applicable","Not applicable","Percent","2.93981"
"Rwanda","2013","Not applicable","Not applicable","Percent","5.08876"
"Rwanda","2012","Not applicable","Not applicable","Percent","4.75101"
"Rwanda","2011","Not applicable","Not applicable","Percent","4.77307"
"Rwanda","2010","Not applicable","Not applicable","Percent","5.04543"
"Rwanda","2008","Not applicable","Not applicable","Percent","3.88114"
"Rwanda","2007","Not applicable","Not applicable","Percent","4.37485"
"Rwanda","2001","Not applicable","Not applicable","Percent","5.66607"
"Rwanda","2000","Not applicable","Not applicable","Percent","4.09511"
"Rwanda","1999","Not applicable","Not applicable","Percent","4.57848"
"Rwanda","1989","Not applicable","Not applicable","Percent","3.74663"
"Rwanda","1988","Not applicable","Not applicable","Percent","3.33534"
"Rwanda","1987","Not applicable","Not applicable","Percent","3.50578"
"Rwanda","1981","Not applicable","Not applicable","Percent","4.39297"
"Rwanda","1980","Not applicable","Not applicable","Percent","2.66633"
"Rwanda","1979","Not applicable","Not applicable","Percent","2.44128"
"Rwanda","1978","Not applicable","Not applicable","Percent","2.23247"
"Rwanda","1977","Not applicable","Not applicable","Percent","2.15021"
"Saint Kitts and Nevis","2007","Not applicable","Not applicable","Percent","4.22576"
"Saint Kitts and Nevis","2006","Not applicable","Not applicable","Percent","4.15535"
"Saint Kitts and Nevis","2005","Not applicable","Not applicable","Percent","3.90854"
"Saint Kitts and Nevis","2004","Not applicable","Not applicable","Percent","4.04599"
"Saint Kitts and Nevis","2003","Not applicable","Not applicable","Percent","3.85911"
"Saint Kitts and Nevis","2002","Not applicable","Not applicable","Percent","3.94519"
"Saint Kitts and Nevis","2001","Not applicable","Not applicable","Percent","4.44811"
"Saint Kitts and Nevis","2000","Not applicable","Not applicable","Percent","4.79875"
"Saint Kitts and Nevis","1999","Not applicable","Not applicable","Percent","4.42932"
"Saint Kitts and Nevis","1998","Not applicable","Not applicable","Percent","5.36297"
"Saint Kitts and Nevis","1995","Not applicable","Not applicable","Percent","3.50032"
"Saint Kitts and Nevis","1992","Not applicable","Not applicable","Percent","3.06823"
"Saint Kitts and Nevis","1991","Not applicable","Not applicable","Percent","2.67806"
"Saint Kitts and Nevis","1989","Not applicable","Not applicable","Percent","2.95372"
"Saint Kitts and Nevis","1987","Not applicable","Not applicable","Percent","3.60698"
"Saint Kitts and Nevis","1985","Not applicable","Not applicable","Percent","5.64292"
"Saint Lucia","2013","Not applicable","Not applicable","Percent","4.70026"
"Saint Lucia","2012","Not applicable","Not applicable","Percent","3.98284"
"Saint Lucia","2011","Not applicable","Not applicable","Percent","4.2603"
"Saint Lucia","2010","Not applicable","Not applicable","Percent","4.1367"
"Saint Lucia","2009","Not applicable","Not applicable","Percent","3.72483"
"Saint Lucia","2008","Not applicable","Not applicable","Percent","5.22925"
"Saint Lucia","2006","Not applicable","Not applicable","Percent","5.85117"
"Saint Lucia","2005","Not applicable","Not applicable","Percent","5.29804"
"Saint Lucia","2004","Not applicable","Not applicable","Percent","4.27094"
"Saint Lucia","2003","Not applicable","Not applicable","Percent","4.46667"
"Saint Lucia","2001","Not applicable","Not applicable","Percent","7.19242"
"Saint Lucia","1999","Not applicable","Not applicable","Percent","7.25485"
"Saint Lucia","1998","Not applicable","Not applicable","Percent","7.37781"
"Saint Lucia","1994","Not applicable","Not applicable","Percent","9.00789"
"Saint Lucia","1986","Not applicable","Not applicable","Percent","6.25656"
"Saint Lucia","1982","Not applicable","Not applicable","Percent","7.07189"
"Saint Vincent and the Grenadines","2010","Not applicable","Not applicable","Percent","5.08333"
"Saint Vincent and the Grenadines","2009","Not applicable","Not applicable","Percent","5.69068"
"Saint Vincent and the Grenadines","2007","Not applicable","Not applicable","Percent","5.67411"
"Saint Vincent and the Grenadines","2005","Not applicable","Not applicable","Percent","6.34272"
"Saint Vincent and the Grenadines","2004","Not applicable","Not applicable","Percent","8.53666"
"Saint Vincent and the Grenadines","2003","Not applicable","Not applicable","Percent","8.62726"
"Saint Vincent and the Grenadines","2002","Not applicable","Not applicable","Percent","7.7892"
"Saint Vincent and the Grenadines","2000","Not applicable","Not applicable","Percent","7.8902"
"Saint Vincent and the Grenadines","1999","Not applicable","Not applicable","Percent","6.77285"
"Saint Vincent and the Grenadines","1998","Not applicable","Not applicable","Percent","4.74102"
"Saint Vincent and the Grenadines","1991","Not applicable","Not applicable","Percent","5.84482"
"Saint Vincent and the Grenadines","1989","Not applicable","Not applicable","Percent","5.41258"
"Saint Vincent and the Grenadines","1986","Not applicable","Not applicable","Percent","5.56681"
"Samoa","2008","Not applicable","Not applicable","Percent","5.77346"
"Samoa","2002","Not applicable","Not applicable","Percent","4.31128"
"Samoa","2001","Not applicable","Not applicable","Percent","4.29433"
"Samoa","2000","Not applicable","Not applicable","Percent","4.0212"
"Samoa","1999","Not applicable","Not applicable","Percent","4.50753"
"San Marino","1996","Not applicable","Not applicable","Percent","3.36902"
"San Marino","1995","Not applicable","Not applicable","Percent","3.37464"
"San Marino","1994","Not applicable","Not applicable","Percent","3.61071"
"San Marino","1993","Not applicable","Not applicable","Percent","3.81647"
"San Marino","1992","Not applicable","Not applicable","Percent","3.92533"
"San Marino","1991","Not applicable","Not applicable","Percent","3.50356"
"San Marino","1990","Not applicable","Not applicable","Percent","3.20449"
"San Marino","1984","Not applicable","Not applicable","Percent","3.05915"
"San Marino","1982","Not applicable","Not applicable","Percent","4.10258"
"San Marino","1981","Not applicable","Not applicable","Percent","4.0159"
"San Marino","1975","Not applicable","Not applicable","Percent","3.91767"
"Sao Tome and Principe","2010","Not applicable","Not applicable","Percent","9.47942"
"Sao Tome and Principe","2009","Not applicable","Not applicable","Percent","10.20764"
"Sao Tome and Principe","2008","Not applicable","Not applicable","Percent","5.69243"
"Sao Tome and Principe","2007","Not applicable","Not applicable","Percent","6.49984"
"Sao Tome and Principe","2006","Not applicable","Not applicable","Percent","4.51109"
"Sao Tome and Principe","2005","Not applicable","Not applicable","Percent","5.37622"
"Sao Tome and Principe","2004","Not applicable","Not applicable","Percent","3.34744"
"Sao Tome and Principe","2003","Not applicable","Not applicable","Percent","3.27162"
"Sao Tome and Principe","2002","Not applicable","Not applicable","Percent","2.73836"
"Saudi Arabia","2008","Not applicable","Not applicable","Percent","5.13781"
"Saudi Arabia","2006","Not applicable","Not applicable","Percent","5.89117"
"Saudi Arabia","2005","Not applicable","Not applicable","Percent","5.43092"
"Saudi Arabia","2004","Not applicable","Not applicable","Percent","6.27747"
"Saudi Arabia","2003","Not applicable","Not applicable","Percent","7.14598"
"Saudi Arabia","2002","Not applicable","Not applicable","Percent","7.67961"
"Saudi Arabia","2001","Not applicable","Not applicable","Percent","7.76633"
"Saudi Arabia","2000","Not applicable","Not applicable","Percent","5.94348"
"Saudi Arabia","1999","Not applicable","Not applicable","Percent","7.10566"
"Saudi Arabia","1998","Not applicable","Not applicable","Percent","8.33827"
"Saudi Arabia","1997","Not applicable","Not applicable","Percent","4.60518"
"Saudi Arabia","1996","Not applicable","Not applicable","Percent","4.97447"
"Saudi Arabia","1995","Not applicable","Not applicable","Percent","5.7284"
"Saudi Arabia","1994","Not applicable","Not applicable","Percent","6.38302"
"Saudi Arabia","1993","Not applicable","Not applicable","Percent","6.03379"
"Saudi Arabia","1992","Not applicable","Not applicable","Percent","5.17939"
"Saudi Arabia","1991","Not applicable","Not applicable","Percent","5.82164"
"Saudi Arabia","1986","Not applicable","Not applicable","Percent","6.25535"
"Saudi Arabia","1984","Not applicable","Not applicable","Percent","6.12436"
"Saudi Arabia","1983","Not applicable","Not applicable","Percent","5.99093"
"Saudi Arabia","1982","Not applicable","Not applicable","Percent","4.15049"
"Saudi Arabia","1981","Not applicable","Not applicable","Percent","3.89578"
"Senegal","2010","Not applicable","Not applicable","Percent","5.59998"
"Senegal","2009","Not applicable","Not applicable","Percent","5.53451"
"Senegal","2008","Not applicable","Not applicable","Percent","5.04807"
"Senegal","2006","Not applicable","Not applicable","Percent","4.7723"
"Senegal","2005","Not applicable","Not applicable","Percent","5.13696"
"Senegal","2004","Not applicable","Not applicable","Percent","3.85473"
"Senegal","2003","Not applicable","Not applicable","Percent","3.50941"
"Senegal","2002","Not applicable","Not applicable","Percent","3.39194"
"Senegal","2001","Not applicable","Not applicable","Percent","3.29467"
"Senegal","2000","Not applicable","Not applicable","Percent","3.15748"
"Senegal","1999","Not applicable","Not applicable","Percent","3.15144"
"Senegal","1998","Not applicable","Not applicable","Percent","3.2003"
"Serbia","2011","Not applicable","Not applicable","Percent","4.77155"
"Serbia","2010","Not applicable","Not applicable","Percent","4.88148"
"Serbia","2009","Not applicable","Not applicable","Percent","5.03135"
"Serbia","2008","Not applicable","Not applicable","Percent","4.85435"
"Serbia","2007","Not applicable","Not applicable","Percent","4.6658"
"Seychelles","2011","Not applicable","Not applicable","Percent","3.62764"
"Seychelles","2006","Not applicable","Not applicable","Percent","4.77012"
"Seychelles","2003","Not applicable","Not applicable","Percent","5.39486"
"Seychelles","2002","Not applicable","Not applicable","Percent","5.1891"
"Seychelles","1999","Not applicable","Not applicable","Percent","5.261"
"Seychelles","1998","Not applicable","Not applicable","Percent","5.99207"
"Seychelles","1996","Not applicable","Not applicable","Percent","7.83595"
"Seychelles","1995","Not applicable","Not applicable","Percent","7.70337"
"Seychelles","1994","Not applicable","Not applicable","Percent","9.09195"
"Seychelles","1989","Not applicable","Not applicable","Percent","8.22952"
"Seychelles","1988","Not applicable","Not applicable","Percent","8.29195"
"Seychelles","1986","Not applicable","Not applicable","Percent","9.71397"
"Seychelles","1985","Not applicable","Not applicable","Percent","10.2322"
"Seychelles","1984","Not applicable","Not applicable","Percent","12.02893"
"Seychelles","1976","Not applicable","Not applicable","Percent","4.74596"
"Seychelles","1975","Not applicable","Not applicable","Percent","4.34502"
"Sierra Leone","2012","Not applicable","Not applicable","Percent","2.88301"
"Sierra Leone","2011","Not applicable","Not applicable","Percent","2.67825"
"Sierra Leone","2010","Not applicable","Not applicable","Percent","2.58851"
"Sierra Leone","2009","Not applicable","Not applicable","Percent","2.77806"
"Sierra Leone","2008","Not applicable","Not applicable","Percent","2.41302"
"Sierra Leone","2007","Not applicable","Not applicable","Percent","2.55832"
"Sierra Leone","2005","Not applicable","Not applicable","Percent","2.83588"
"Sierra Leone","2004","Not applicable","Not applicable","Percent","3.14475"
"Sierra Leone","2003","Not applicable","Not applicable","Percent","3.29477"
"Sierra Leone","2002","Not applicable","Not applicable","Percent","3.58631"
"Sierra Leone","2001","Not applicable","Not applicable","Percent","3.46767"
"Sierra Leone","2000","Not applicable","Not applicable","Percent","4.94937"
"Singapore","2013","Not applicable","Not applicable","Percent","2.93577"
"Singapore","2012","Not applicable","Not applicable","Percent","3.13015"
"Singapore","2011","Not applicable","Not applicable","Percent","3.07419"
"Singapore","2010","Not applicable","Not applicable","Percent","3.10836"
"Singapore","2009","Not applicable","Not applicable","Percent","3.03184"
"Singapore","2008","Not applicable","Not applicable","Percent","2.77936"
"Singapore","2005","Not applicable","Not applicable","Percent","3.21966"
"Singapore","2004","Not applicable","Not applicable","Percent","3.67701"
"Singapore","2003","Not applicable","Not applicable","Percent","4.00778"
"Singapore","2002","Not applicable","Not applicable","Percent","3.90063"
"Singapore","2001","Not applicable","Not applicable","Percent","3.55138"
"Singapore","2000","Not applicable","Not applicable","Percent","3.32136"
"Singapore","1988","Not applicable","Not applicable","Percent","3.65584"
"Singapore","1983","Not applicable","Not applicable","Percent","3.94905"
"Singapore","1982","Not applicable","Not applicable","Percent","3.26855"
"Singapore","1981","Not applicable","Not applicable","Percent","2.58428"
"Singapore","1980","Not applicable","Not applicable","Percent","2.5603"
"Singapore","1979","Not applicable","Not applicable","Percent","2.24966"
"Singapore","1978","Not applicable","Not applicable","Percent","2.29136"
"Singapore","1977","Not applicable","Not applicable","Percent","2.45105"
"Singapore","1976","Not applicable","Not applicable","Percent","2.69253"
"Singapore","1975","Not applicable","Not applicable","Percent","2.44172"
"Slovakia","2011","Not applicable","Not applicable","Percent","4.05726"
"Slovakia","2010","Not applicable","Not applicable","Percent","4.23069"
"Slovakia","2009","Not applicable","Not applicable","Percent","4.08937"
"Slovakia","2008","Not applicable","Not applicable","Percent","3.61376"
"Slovakia","2007","Not applicable","Not applicable","Percent","3.62146"
"Slovakia","2006","Not applicable","Not applicable","Percent","3.79936"
"Slovakia","2005","Not applicable","Not applicable","Percent","3.84928"
"Slovakia","2004","Not applicable","Not applicable","Percent","4.19365"
"Slovakia","2003","Not applicable","Not applicable","Percent","4.29949"
"Slovakia","2002","Not applicable","Not applicable","Percent","4.30571"
"Slovakia","2001","Not applicable","Not applicable","Percent","3.99196"
"Slovakia","2000","Not applicable","Not applicable","Percent","3.92468"
"Slovakia","1999","Not applicable","Not applicable","Percent","4.17663"
"Slovakia","1997","Not applicable","Not applicable","Percent","4.22401"
"Slovakia","1996","Not applicable","Not applicable","Percent","4.22124"
"Slovakia","1995","Not applicable","Not applicable","Percent","4.3974"
"Slovakia","1994","Not applicable","Not applicable","Percent","3.79873"
"Slovakia","1993","Not applicable","Not applicable","Percent","4.55295"
"Slovakia","1992","Not applicable","Not applicable","Percent","5.81645"
"Slovenia","2011","Not applicable","Not applicable","Percent","5.68054"
"Slovenia","2010","Not applicable","Not applicable","Percent","5.68289"
"Slovenia","2009","Not applicable","Not applicable","Percent","5.68588"
"Slovenia","2008","Not applicable","Not applicable","Percent","5.20299"
"Slovenia","2007","Not applicable","Not applicable","Percent","5.18757"
"Slovenia","2006","Not applicable","Not applicable","Percent","5.66726"
"Slovenia","2005","Not applicable","Not applicable","Percent","5.68043"
"Slovenia","2004","Not applicable","Not applicable","Percent","5.74057"
"Slovenia","2003","Not applicable","Not applicable","Percent","5.79796"
"Slovenia","2002","Not applicable","Not applicable","Percent","5.75941"
"Slovenia","2001","Not applicable","Not applicable","Percent","5.86297"
"Slovenia","1995","Not applicable","Not applicable","Percent","5.0022"
"Slovenia","1994","Not applicable","Not applicable","Percent","5.35796"
"Slovenia","1993","Not applicable","Not applicable","Percent","5.65129"
"Slovenia","1992","Not applicable","Not applicable","Percent","5.38254"
"Slovenia","1991","Not applicable","Not applicable","Percent","4.64336"
"Solomon Islands","2010","Not applicable","Not applicable","Percent","9.85371"
"Solomon Islands","2009","Not applicable","Not applicable","Percent","8.97326"
"Solomon Islands","2008","Not applicable","Not applicable","Percent","8.79999"
"Solomon Islands","2007","Not applicable","Not applicable","Percent","9.87995"
"Solomon Islands","1998","Not applicable","Not applicable","Percent","2.24871"
"Solomon Islands","1991","Not applicable","Not applicable","Percent","2.75382"
"South Africa","2013","Not applicable","Not applicable","Percent","6.23361"
"South Africa","2012","Not applicable","Not applicable","Percent","6.56919"
"South Africa","2011","Not applicable","Not applicable","Percent","6.1283"
"South Africa","2010","Not applicable","Not applicable","Percent","5.9584"
"South Africa","2009","Not applicable","Not applicable","Percent","5.51055"
"South Africa","2008","Not applicable","Not applicable","Percent","5.09122"
"South Africa","2007","Not applicable","Not applicable","Percent","5.17671"
"South Africa","2006","Not applicable","Not applicable","Percent","5.29268"
"South Africa","2005","Not applicable","Not applicable","Percent","5.28268"
"South Africa","2004","Not applicable","Not applicable","Percent","5.28093"
"South Africa","2003","Not applicable","Not applicable","Percent","5.05669"
"South Africa","2002","Not applicable","Not applicable","Percent","5.19604"
"South Africa","2001","Not applicable","Not applicable","Percent","5.29475"
"South Africa","2000","Not applicable","Not applicable","Percent","5.58454"
"South Africa","1999","Not applicable","Not applicable","Percent","6.02744"
"South Africa","1996","Not applicable","Not applicable","Percent","5.73618"
"South Africa","1994","Not applicable","Not applicable","Percent","5.97982"
"South Africa","1993","Not applicable","Not applicable","Percent","6.06783"
"South Africa","1991","Not applicable","Not applicable","Percent","5.91858"
"South Africa","1990","Not applicable","Not applicable","Percent","5.28974"
"South Africa","1989","Not applicable","Not applicable","Percent","5.00923"
"South Africa","1988","Not applicable","Not applicable","Percent","5.46302"
"South Africa","1987","Not applicable","Not applicable","Percent","5.33351"
"South Sudan","2011","Not applicable","Not applicable","Percent","0.72963"
"Spain","2011","Not applicable","Not applicable","Percent","4.97852"
"Spain","2010","Not applicable","Not applicable","Percent","4.98189"
"Spain","2009","Not applicable","Not applicable","Percent","5.01723"
"Spain","2008","Not applicable","Not applicable","Percent","4.61861"
"Spain","2007","Not applicable","Not applicable","Percent","4.34445"
"Spain","2006","Not applicable","Not applicable","Percent","4.26242"
"Spain","2005","Not applicable","Not applicable","Percent","4.22663"
"Spain","2004","Not applicable","Not applicable","Percent","4.24753"
"Spain","2003","Not applicable","Not applicable","Percent","4.27568"
"Spain","2002","Not applicable","Not applicable","Percent","4.24963"
"Spain","2001","Not applicable","Not applicable","Percent","4.23572"
"Spain","2000","Not applicable","Not applicable","Percent","4.28472"
"Spain","1999","Not applicable","Not applicable","Percent","4.37848"
"Spain","1998","Not applicable","Not applicable","Percent","4.42038"
"Spain","1996","Not applicable","Not applicable","Percent","4.60453"
"Spain","1995","Not applicable","Not applicable","Percent","4.57153"
"Spain","1994","Not applicable","Not applicable","Percent","4.62312"
"Spain","1993","Not applicable","Not applicable","Percent","4.37593"
"Spain","1992","Not applicable","Not applicable","Percent","3.95562"
"Spain","1991","Not applicable","Not applicable","Percent","3.85788"
"Spain","1990","Not applicable","Not applicable","Percent","3.74576"
"Spain","1989","Not applicable","Not applicable","Percent","3.66142"
"Spain","1988","Not applicable","Not applicable","Percent","3.43105"
"Spain","1987","Not applicable","Not applicable","Percent","3.22475"
"Spain","1979","Not applicable","Not applicable","Percent","2.41023"
"Spain","1978","Not applicable","Not applicable","Percent","2.29959"
"Spain","1977","Not applicable","Not applicable","Percent","2.14129"
"Spain","1976","Not applicable","Not applicable","Percent","1.95803"
"Sri Lanka","2012","Not applicable","Not applicable","Percent","1.72398"
"Sri Lanka","2011","Not applicable","Not applicable","Percent","1.9954"
"Sri Lanka","2010","Not applicable","Not applicable","Percent","1.96588"
"Sri Lanka","2009","Not applicable","Not applicable","Percent","2.0559"
"Sri Lanka","1998","Not applicable","Not applicable","Percent","3.05142"
"Sri Lanka","1996","Not applicable","Not applicable","Percent","3.3436"
"Sri Lanka","1995","Not applicable","Not applicable","Percent","2.9576"
"Sri Lanka","1994","Not applicable","Not applicable","Percent","3.10853"
"Sri Lanka","1991","Not applicable","Not applicable","Percent","2.91558"
"Sri Lanka","1990","Not applicable","Not applicable","Percent","2.41093"
"Sri Lanka","1989","Not applicable","Not applicable","Percent","2.75516"
"Sri Lanka","1988","Not applicable","Not applicable","Percent","2.82636"
"Sri Lanka","1987","Not applicable","Not applicable","Percent","2.64433"
"Sri Lanka","1986","Not applicable","Not applicable","Percent","2.80542"
"Sri Lanka","1985","Not applicable","Not applicable","Percent","2.57614"
"Sri Lanka","1984","Not applicable","Not applicable","Percent","2.16526"
"Sri Lanka","1983","Not applicable","Not applicable","Percent","2.39061"
"Sri Lanka","1982","Not applicable","Not applicable","Percent","2.5585"
"Sri Lanka","1981","Not applicable","Not applicable","Percent","2.44221"
"Sri Lanka","1980","Not applicable","Not applicable","Percent","2.70417"
"Sri Lanka","1979","Not applicable","Not applicable","Percent","2.56743"
"Sri Lanka","1975","Not applicable","Not applicable","Percent","2.74455"
"Sudan","2009","Not applicable","Not applicable","Percent","2.23167"
"Sudan","2008","Not applicable","Not applicable","Percent","2.21955"
"Sudan","2006","Not applicable","Not applicable","Percent","2.00001"
"Sudan","2005","Not applicable","Not applicable","Percent","1.56307"
"Sudan","2004","Not applicable","Not applicable","Percent","1.6299"
"Sudan","2002","Not applicable","Not applicable","Percent","1.42644"
"Sudan","2000","Not applicable","Not applicable","Percent","1.01218"
"Swaziland","2011","Not applicable","Not applicable","Percent","7.82954"
"Swaziland","2010","Not applicable","Not applicable","Percent","6.96617"
"Swaziland","2009","Not applicable","Not applicable","Percent","7.0592"
"Swaziland","2008","Not applicable","Not applicable","Percent","7.5187"
"Swaziland","2006","Not applicable","Not applicable","Percent","8.06158"
"Swaziland","2005","Not applicable","Not applicable","Percent","7.42072"
"Swaziland","2004","Not applicable","Not applicable","Percent","6.40261"
"Swaziland","2003","Not applicable","Not applicable","Percent","6.80507"
"Swaziland","2002","Not applicable","Not applicable","Percent","5.07651"
"Swaziland","2001","Not applicable","Not applicable","Percent","5.51615"
"Swaziland","2000","Not applicable","Not applicable","Percent","5.50848"
"Swaziland","1999","Not applicable","Not applicable","Percent","5.09095"
"Swaziland","1996","Not applicable","Not applicable","Percent","4.93816"
"Swaziland","1995","Not applicable","Not applicable","Percent","5.65314"
"Swaziland","1994","Not applicable","Not applicable","Percent","5.14029"
"Swaziland","1990","Not applicable","Not applicable","Percent","5.48457"
"Swaziland","1989","Not applicable","Not applicable","Percent","5.66129"
"Swaziland","1988","Not applicable","Not applicable","Percent","5.51156"
"Swaziland","1987","Not applicable","Not applicable","Percent","5.8022"
"Swaziland","1982","Not applicable","Not applicable","Percent","6.75364"
"Swaziland","1981","Not applicable","Not applicable","Percent","6.58383"
"Swaziland","1980","Not applicable","Not applicable","Percent","5.2972"
"Swaziland","1979","Not applicable","Not applicable","Percent","6.36428"
"Swaziland","1978","Not applicable","Not applicable","Percent","5.79652"
"Swaziland","1977","Not applicable","Not applicable","Percent","3.9443"
"Swaziland","1976","Not applicable","Not applicable","Percent","3.71435"
"Sweden","2011","Not applicable","Not applicable","Percent","6.81942"
"Sweden","2010","Not applicable","Not applicable","Percent","6.98401"
"Sweden","2009","Not applicable","Not applicable","Percent","7.26124"
"Sweden","2008","Not applicable","Not applicable","Percent","6.75626"
"Sweden","2007","Not applicable","Not applicable","Percent","6.55511"
"Sweden","2006","Not applicable","Not applicable","Percent","6.74727"
"Sweden","2005","Not applicable","Not applicable","Percent","6.88632"
"Sweden","2004","Not applicable","Not applicable","Percent","7.08689"
"Sweden","2003","Not applicable","Not applicable","Percent","7.2149"
"Sweden","2002","Not applicable","Not applicable","Percent","7.36273"
"Sweden","2001","Not applicable","Not applicable","Percent","7.0553"
"Sweden","2000","Not applicable","Not applicable","Percent","7.16472"
"Sweden","1999","Not applicable","Not applicable","Percent","7.2525"
"Sweden","1998","Not applicable","Not applicable","Percent","7.50717"
"Sweden","1996","Not applicable","Not applicable","Percent","7.21678"
"Sweden","1995","Not applicable","Not applicable","Percent","6.47837"
"Sweden","1993","Not applicable","Not applicable","Percent","5.80456"
"Sweden","1992","Not applicable","Not applicable","Percent","5.5426"
"Sweden","1991","Not applicable","Not applicable","Percent","5.73792"
"Sweden","1990","Not applicable","Not applicable","Percent","5.49379"
"Sweden","1981","Not applicable","Not applicable","Percent","7.14757"
"Sweden","1980","Not applicable","Not applicable","Percent","6.89022"
"Sweden","1979","Not applicable","Not applicable","Percent","6.71666"
"Switzerland","2011","Not applicable","Not applicable","Percent","5.27695"
"Switzerland","2010","Not applicable","Not applicable","Percent","5.23715"
"Switzerland","2009","Not applicable","Not applicable","Percent","5.35802"
"Switzerland","2008","Not applicable","Not applicable","Percent","5.14728"
"Switzerland","2007","Not applicable","Not applicable","Percent","4.99323"
"Switzerland","2006","Not applicable","Not applicable","Percent","5.27657"
"Switzerland","2005","Not applicable","Not applicable","Percent","5.52794"
"Switzerland","2004","Not applicable","Not applicable","Percent","5.73589"
"Switzerland","2003","Not applicable","Not applicable","Percent","5.82655"
"Switzerland","2002","Not applicable","Not applicable","Percent","5.58789"
"Switzerland","2001","Not applicable","Not applicable","Percent","5.26165"
"Switzerland","2000","Not applicable","Not applicable","Percent","5.08042"
"Switzerland","1999","Not applicable","Not applicable","Percent","5.18277"
"Switzerland","1998","Not applicable","Not applicable","Percent","5.16985"
"Switzerland","1996","Not applicable","Not applicable","Percent","5.36548"
"Switzerland","1995","Not applicable","Not applicable","Percent","5.35061"
"Switzerland","1994","Not applicable","Not applicable","Percent","5.34625"
"Switzerland","1993","Not applicable","Not applicable","Percent","5.38512"
"Switzerland","1991","Not applicable","Not applicable","Percent","4.95001"
"Switzerland","1990","Not applicable","Not applicable","Percent","4.78324"
"Switzerland","1989","Not applicable","Not applicable","Percent","4.5123"
"Switzerland","1988","Not applicable","Not applicable","Percent","4.60775"
"Switzerland","1987","Not applicable","Not applicable","Percent","4.53756"
"Switzerland","1986","Not applicable","Not applicable","Percent","4.58518"
"Switzerland","1985","Not applicable","Not applicable","Percent","4.54657"
"Switzerland","1984","Not applicable","Not applicable","Percent","4.60373"
"Switzerland","1983","Not applicable","Not applicable","Percent","4.75627"
"Switzerland","1982","Not applicable","Not applicable","Percent","4.643"
"Switzerland","1981","Not applicable","Not applicable","Percent","4.57084"
"Switzerland","1980","Not applicable","Not applicable","Percent","4.61124"
"Switzerland","1979","Not applicable","Not applicable","Percent","4.73506"
"Switzerland","1978","Not applicable","Not applicable","Percent","4.75991"
"Switzerland","1977","Not applicable","Not applicable","Percent","4.89697"
"Switzerland","1976","Not applicable","Not applicable","Percent","4.87218"
"Switzerland","1975","Not applicable","Not applicable","Percent","4.7642"
"Syrian Arab Republic","2007","Not applicable","Not applicable","Percent","4.87197"
"Syrian Arab Republic","2006","Not applicable","Not applicable","Percent","5.346"
"Syrian Arab Republic","2004","Not applicable","Not applicable","Percent","5.37148"
"Syrian Arab Republic","2003","Not applicable","Not applicable","Percent","6.48084"
